Date,Série,Acheteur,Prix Vente,Commission,Profit,Total Net,Profit,
24-juin,1,Marie-hmi-0," 1,97 € "," 0,41 € "," 1,56 € ","518,88 €",,,,,,
25-juin,1,Marie-hmi-0," 1,37 € "," 0,39 € "," 0,98 € ","519,86 €",,,,,,
25-juin,1,wil262wilfrid," 2,98 € "," 0,44 € "," 2,54 € ","522,40 €",,,,,,
25-juin,1,piedu21," 1,37 € "," 0,39 € "," 0,98 € ","523,38 €",,,,,,
26-juin,2,claudelemaire17wanadoofr2013," 2,70 € "," 0,43 € "," 2,27 € ","525,65 €",,,,,,
28-juin,1,laure_mett," 3,47 € "," 0,45 € "," 3,02 € ","528,67 €",,,,,,
28-juin,1,Franck._31," 3,47 € "," 0,45 € "," 3,02 € ","531,69 €",,,,,,
29-juin,1,baure61," 1,17 € "," 0,38 € "," 0,79 € ","532,48 €",,,,,,
29-juin,1,Clovis-fr," 1,30 € "," 0,39 € "," 0,91 € ","533,39 €",,,,,,
29-juin,3,louisa1888," 3,67 € "," 0,46 € "," 3,21 € ","536,60 €",,,,,,
29-juin,1,copain.57leucate," 1,97 € "," 0,41 € "," 1,56 € ","538,16 €",,,,,,
30-juin,2,pcsap," 4,51 € ",- € ," 4,51 € ","530,51 €",,,,,,
01-juil.,1,Amiren-4," 6,47 € "," 0,54 € "," 5,93 € ","536,44 €",,,,,,
01-juil.,1,jola5092," 2,47 € "," 0,42 € "," 2,05 € ","538,49 €",,,,,,
01-juil.,1,gilou256096," 1,97 € "," 0,41 € "," 1,56 € ","540,05 €",,,,,,
01-juil.,1,herhervanl," 4,47 € "," 0,48 € "," 3,99 € ","544,04 €",,,,,,
02-juil.,3,pascalebichette," 2,29 € "," 0,42 € "," 1,87 € ","545,91 €",,,,,,
02-juil.,4,stamps1955.h.f," 7,83 € "," 0,58 € "," 7,25 € ","553,16 €",,,,,,
03-juil.,3,domdom0546," 10,47 € "," 0,65 € "," 9,82 € ","562,98 €",,,,,,
04-juil.,1,thuilmiche," 1,80 € ",- € ," 1,80 € ","564,78 €",,,,,,
05-juil.,1,isabellem7273," 3,97 € "," 0,47 € "," 3,50 € ","568,28 €",,,,,,
05-juil.,1,Boby_30," 1,17 € "," 0,38 € "," 0,79 € ","569,07 €",,,,,,
07-juil.,1,bb47600," 1,87 € "," 0,40 € "," 1,47 € ","570,54 €",,,,,,
08-juil.,1,Af09_11," 3,97 € "," 0,47 € "," 3,50 € ","574,04 €",,,,,,
08-juil.,1,proue44," 1,87 € "," 0,40 € "," 1,47 € ","575,51 €",,,,,,
09-juil.,1,botteannick," 6,47 € "," 0,54 € "," 5,93 € ","581,44 €",,,,,,
09-juil.,1,yancau0," 2,97 € "," 0,44 € "," 2,53 € ","583,97 €",,,,,,
10-juil.,2,lensois02100francoise," 3,00 € "," 0,78 € "," 2,22 € ","586,19 €",,,,,,
11-juil.,6,J-bobou-w3pkj5zc," 8,30 € "," 0,59 € "," 7,71 € ","593,90 €",,,,,,
11-juil.,1,copain.57leucate," 1,97 € "," 0,41 € "," 1,56 € ","595,46 €",,,,,,
12-juil.,1,bowie800," 1,50 € "," 0,39 € "," 1,11 € ","596,57 €",,,,,,
12-juil.,1,thuilmiche," 1,50 € ",- € ," 1,50 € ","598,07 €",chq,,,,,
13-juil.,2,sfx3420," 3,00 € "," 0,78 € "," 2,22 € ","600,29 €",,,,,,
13-juil.,4,patmau6323," 4,47 € "," 0,48 € "," 3,99 € ","604,28 €",,,,,,
13-juil.,1,Xtophe-2013," 4,97 € "," 0,49 € "," 4,48 € ","608,76 €",,,,,,
14-juil.,3,roro1953," 3,00 € "," 0,78 € "," 2,22 € ","610,98 €",,,,,,
14-juil.,1,patirian," 3,47 € "," 0,45 € "," 3,02 € ","614,00 €",,,,,,
15-juil.,1,bydom38," 5,47 € "," 0,51 € "," 4,96 € ","618,96 €",,,,,,
16-juil.,1,Gerarcreti-7," 1,30 € "," 0,39 € "," 0,91 € ","619,87 €",,,,,,
17-juil.,1,titi802009," 2,07 € "," 0,41 € "," 1,66 € ","621,53 €",,,,,,
17-juil.,x,jlman58," 12,99 € "," 0,73 € "," 12,26 € ","633,79 €",,,,,,
17-juil.,3,marchanchan," 3,27 € "," 0,44 € "," 2,83 € ","636,62 €",,,,,,
18-juil.,1,jadup24," 1,80 € "," 0,40 € "," 1,40 € ","638,02 €",,,,,,
18-juil.,2,claude.berthet30," 6,77 € "," 0,55 € "," 6,22 € ","644,24 €",,,,,,
18-juil.,10,stamps1955.h.f," 11,62 € "," 0,69 € "," 10,93 € ","655,17 €",,,,,$'2019',
20-juil.,4,polska62," 10,90 € ",- € ," 10,90 € ","666,07 €",,,,,,
20-juil.,1,gilou256096," 1,80 € "," 0,40 € "," 1,40 € ","667,47 €",,,,,,
22-juil.,2,isabellem7273," 6,45 € "," 0,54 € "," 5,91 € ","673,38 €",,,,,,
22-juil.,1,patirian," 1,95 € "," 0,41 € "," 1,54 € ","674,92 €",,,,,,
22-juil.,1,luftipaulhenri," 3,42 € "," 0,45 € "," 2,97 € ","677,89 €",,,,,,
23-juil.,1,Jean-pauinte-0," 1,80 € "," 0,40 € "," 1,40 € ","679,29 €",,,,,,
23-juil.,1,cyrwil," 1,80 € "," 0,40 € "," 1,40 € ","680,69 €",,,,,,
23-juil.,1,polska62," 5,50 € "," 0,99 € "," 4,51 € ","685,20 €",,ACCOMPTE ,,,,
23-juil.,1,yancau0," 4,95 € "," 0,49 € "," 4,46 € ","689,66 €",,,,,,
